step_mut67_150MR1bgr, cross_entropy_mut67_150MR1bgr, loss_mut67_150MR1bgr, train_accuracy_mut67_150MR1bgr,step_mut67_150MR1brg, cross_entropy_mut67_150MR1brg, loss_mut67_150MR1brg, train_accuracy_mut67_150MR1brg,step_mut67_150MR1gbr, cross_entropy_mut67_150MR1gbr, loss_mut67_150MR1gbr, train_accuracy_mut67_150MR1gbr,step_mut67_150MR1grb, cross_entropy_mut67_150MR1grb, loss_mut67_150MR1grb, train_accuracy_mut67_150MR1grb,step_mut67_150MR1rbg, cross_entropy_mut67_150MR1rbg, loss_mut67_150MR1rbg, train_accuracy_mut67_150MR1rbg,step_mut67_150MR1rgb, cross_entropy_mut67_150MR1rgb, loss_mut67_150MR1rgb, train_accuracy_mut67_150MR1rgb
1,2.50741,2.67958,0.101563,1,2.50641,2.67858,0.109375,1,2.50984,2.68201,0.09375,1,2.47969,2.65186,0.09375,1,2.50893,2.6811,0.0859375,1,2.48416,2.65633,0.09375
101,1.71738,1.89105,0.246094,101,1.68714,1.86149,0.242188,101,1.69126,1.86437,0.214844,101,1.69709,1.8712,0.21875,101,1.68797,1.86152,0.214844,101,1.7601,1.93377,0.199219
201,1.32665,1.50084,0.325521,201,1.37946,1.55504,0.330729,201,1.36056,1.53376,0.307292,201,1.27696,1.45178,0.322917,201,1.30812,1.48251,0.315104,201,1.38209,1.55661,0.289063
301,1.23233,1.40862,0.384766,301,1.2464,1.42435,0.390625,301,1.25932,1.43332,0.376953,301,1.21898,1.39519,0.373047,301,1.24959,1.42594,0.365234,301,1.26818,1.44448,0.357422
394,1.03204,1.21094,0.609375,394,1.02717,1.20782,0.679688,394,1.08175,1.2572,0.578125,394,1.0433,1.22189,0.617188,394,1.05222,1.23084,0.617188,394,0.947124,1.12611,0.679688
494,1.1217,1.30326,0.597656,494,1.13595,1.31973,0.617188,494,1.09016,1.26809,0.585938,494,1.13554,1.31717,0.605469,494,1.13709,1.31835,0.597656,494,1.1182,1.30005,0.632813
594,0.987461,1.17205,0.609375,594,0.992484,1.17958,0.622396,594,1.03993,1.22096,0.580729,594,0.973209,1.15847,0.611979,594,1.03499,1.21904,0.604167,594,0.962989,1.14747,0.638021
694,0.934707,1.12225,0.634766,694,0.984621,1.17505,0.644531,694,1.03372,1.21835,0.601563,694,0.950459,1.13935,0.626953,694,0.957076,1.14411,0.626953,694,1.04874,1.23659,0.634766
787,0.665814,0.856857,0.75,787,0.62531,0.819273,0.75,787,0.733457,0.921388,0.71875,787,0.755032,0.947442,0.710938,787,0.68422,0.874495,0.703125,787,0.679741,0.871018,0.796875
887,0.839756,1.03449,0.699219,887,0.850731,1.0487,0.714844,887,0.832663,1.02454,0.722656,887,1.01446,1.21143,0.652344,887,0.806715,1.00071,0.6875,887,0.86111,1.05617,0.726563
987,0.736791,0.935513,0.705729,987,0.687452,0.889799,0.71875,987,0.778715,0.974312,0.721354,987,0.755367,0.956899,0.677083,987,0.759195,0.957224,0.692708,987,0.657095,0.856235,0.729167
1087,0.654031,0.857166,0.726563,1087,0.620639,0.827702,0.746094,1087,0.827635,1.0281,0.716797,1087,0.604506,0.810713,0.708984,1087,0.663829,0.866154,0.707031,1087,0.667881,0.871929,0.732422
1180,0.514141,0.721683,0.820313,1180,0.395788,0.607624,0.867188,1180,0.503435,0.708484,0.867188,1180,0.464593,0.675154,0.828125,1180,0.459615,0.6667,0.789063,1180,0.515209,0.723969,0.84375
1280,0.748285,0.960946,0.761719,1280,0.578314,0.79523,0.816406,1280,0.584467,0.794396,0.816406,1280,0.687229,0.902908,0.785156,1280,0.606195,0.818455,0.789063,1280,0.624032,0.837675,0.808594
1380,0.606511,0.824362,0.773438,1380,0.495852,0.717145,0.815104,1380,0.533925,0.748794,0.807292,1380,0.634031,0.855542,0.783854,1380,0.548871,0.766408,0.799479,1380,0.596308,0.815432,0.799479
1480,0.48673,0.709593,0.787109,1480,0.491717,0.718684,0.826172,1480,0.602794,0.823079,0.8125,1480,0.465465,0.692385,0.802734,1480,0.510478,0.7336,0.800781,1480,0.508374,0.733266,0.806641
1573,0.344221,0.571793,0.890625,1573,0.256738,0.488795,0.90625,1573,0.394446,0.619853,0.851563,1573,0.313724,0.54578,0.898438,1573,0.254575,0.482768,0.921875,1573,0.343209,0.57369,0.867188
1673,0.669277,0.902813,0.832031,1673,0.50567,0.742271,0.851563,1673,0.55676,0.787068,0.835938,1673,0.515307,0.752895,0.851563,1673,0.416425,0.649945,0.871094,1673,0.563953,0.800416,0.84375
1773,0.419691,0.659011,0.846354,1773,0.406676,0.648508,0.854167,1773,0.405645,0.641212,0.841146,1773,0.449329,0.692809,0.848958,1773,0.405144,0.644623,0.885417,1773,0.424407,0.666056,0.84375
1873,0.328488,0.573171,0.851563,1873,0.395892,0.643547,0.863281,1873,0.439047,0.679865,0.833984,1873,0.282615,0.531601,0.867188,1873,0.346168,0.591148,0.886719,1873,0.29949,0.546744,0.859375
1966,0.210119,0.460015,0.9375,1966,0.190875,0.443563,0.914063,1966,0.280006,0.526344,0.890625,1966,0.205697,0.459491,0.9375,1966,0.279119,0.529782,0.898438,1966,0.348857,0.60163,0.882813
2066,0.523209,0.778344,0.886719,2066,0.467905,0.725555,0.867188,2066,0.348909,0.601331,0.890625,2066,0.474093,0.73356,0.878906,2066,0.463564,0.719768,0.867188,2066,0.313245,0.571518,0.882813
2166,0.320271,0.580249,0.885417,2166,0.245438,0.508479,0.877604,2166,0.373892,0.630848,0.875,2166,0.275142,0.540103,0.885417,2166,0.322613,0.58399,0.880208,2166,0.339089,0.602552,0.885417
2266,0.293604,0.558396,0.886719,2266,0.328384,0.595417,0.880859,2266,0.245901,0.508257,0.886719,2266,0.196483,0.465999,0.900391,2266,0.221095,0.487414,0.894531,2266,0.20939,0.477596,0.894531
2359,0.233913,0.503337,0.90625,2359,0.275052,0.546099,0.898438,2359,0.224588,0.491947,0.914063,2359,0.140883,0.413942,0.945313,2359,0.235894,0.507034,0.921875,2359,0.203605,0.477157,0.929688
2459,0.34465,0.618769,0.890625,2459,0.34526,0.620853,0.878906,2459,0.415316,0.687167,0.890625,2459,0.383076,0.660907,0.910156,2459,0.327779,0.603506,0.898438,2459,0.183841,0.46203,0.933594
2559,0.360475,0.639089,0.893229,2559,0.278192,0.558128,0.888021,2559,0.274894,0.550834,0.880208,2559,0.180382,0.462267,0.916667,2559,0.210865,0.490593,0.911458,2559,0.221124,0.503034,0.929688
2659,0.226918,0.508471,0.898438,2659,0.377683,0.661345,0.890625,2659,0.178209,0.457466,0.894531,2659,0.212822,0.498858,0.917969,2659,0.237717,0.520883,0.914063,2659,0.230109,0.515542,0.927734
2752,0.233986,0.520237,0.921875,2752,0.155608,0.441889,0.945313,2752,0.215048,0.498694,0.929688,2752,0.146078,0.436455,0.929688,2752,0.179767,0.466607,0.921875,2752,0.196606,0.485752,0.945313
2852,0.244912,0.53422,0.921875,2852,0.206474,0.496471,0.933594,2852,0.371049,0.658449,0.898438,2852,0.185972,0.479746,0.929688,2852,0.180081,0.471063,0.933594,2852,0.253592,0.546206,0.921875
2952,0.191132,0.482964,0.924479,2952,0.193998,0.486874,0.929688,2952,0.211389,0.502618,0.911458,2952,0.175621,0.472312,0.934896,2952,0.230068,0.524796,0.929688,2952,0.265056,0.561603,0.916667
3052,0.189436,0.48418,0.923828,3052,0.235323,0.530683,0.923828,3052,0.285263,0.579788,0.90625,3052,0.112005,0.411289,0.941406,3052,0.216245,0.513801,0.929688,3052,0.159584,0.458222,0.923828
3145,0.15581,0.453543,0.953125,3145,0.178971,0.477047,0.945313,3145,0.209096,0.507225,0.921875,3145,0.152856,0.454389,0.921875,3145,0.11036,0.410167,0.960938,3145,0.101143,0.402044,0.976563
3245,0.206111,0.506156,0.933594,3245,0.204731,0.504796,0.9375,3245,0.235233,0.534665,0.917969,3245,0.219185,0.522803,0.921875,3245,0.248702,0.550311,0.945313,3245,0.259691,0.563874,0.929688
3345,0.134354,0.436735,0.945313,3345,0.317026,0.62011,0.921875,3345,0.172021,0.473752,0.927083,3345,0.10713,0.412197,0.934896,3345,0.174292,0.477541,0.942708,3345,0.185117,0.490828,0.934896
3445,0.130069,0.434208,0.947266,3445,0.239721,0.545295,0.919922,3445,0.160225,0.464226,0.933594,3445,0.147559,0.453873,0.939453,3445,0.218042,0.524029,0.935547,3445,0.209062,0.51694,0.935547
3538,0.109726,0.416144,0.96875,3538,0.154505,0.461781,0.929688,3538,0.115829,0.421059,0.96875,3538,0.143841,0.452357,0.9375,3538,0.141488,0.44962,0.953125,3538,0.0908094,0.40131,0.960938
3638,0.249314,0.556934,0.9375,3638,0.144506,0.453144,0.933594,3638,0.317819,0.625345,0.914063,3638,0.273615,0.582704,0.914063,3638,0.228444,0.538108,0.9375,3638,0.148868,0.460715,0.945313
3738,0.248605,0.557758,0.927083,3738,0.177931,0.486698,0.9375,3738,0.120637,0.429879,0.921875,3738,0.11284,0.421804,0.932292,3738,0.138115,0.448041,0.945313,3738,0.13248,0.445036,0.945313
3838,0.162822,0.473108,0.931641,3838,0.249196,0.55991,0.925781,3838,0.109568,0.420215,0.929688,3838,0.153274,0.464042,0.935547,3838,0.226556,0.536571,0.935547,3838,0.127172,0.440594,0.943359
3931,0.152768,0.463791,0.960938,3931,0.109484,0.422784,0.984375,3931,0.0731664,0.38308,0.976563,3931,0.146667,0.458322,0.953125,3931,0.114947,0.426483,0.976563,3931,0.143908,0.45776,0.953125
4031,0.0310855,0.341206,0.980469,4031,0.0601199,0.372545,0.984375,4031,0.0720294,0.38104,0.984375,4031,0.059956,0.370678,0.96875,4031,0.0647959,0.37545,0.980469,4031,0.0540868,0.367024,0.972656
4131,0.0185143,0.327588,0.986979,4131,0.0289047,0.34029,0.986979,4131,0.0257703,0.333725,0.986979,4131,0.0456742,0.355335,0.976563,4131,0.0423773,0.351984,0.984375,4131,0.033958,0.345827,0.976563
4231,0.010468,0.318465,0.990234,4231,0.0318917,0.342204,0.988281,4231,0.0229311,0.329809,0.988281,4231,0.0202026,0.328776,0.980469,4231,0.0237655,0.332299,0.986328,4231,0.0118077,0.322585,0.982422
4324,0.0340902,0.341062,0.992188,4324,0.0276766,0.336959,0.992188,4324,0.0136863,0.319537,0.992188,4324,0.0125345,0.320073,1.0,4324,0.0133883,0.320894,1.0,4324,0.0223783,0.332113,0.984375
4424,0.014309,0.320191,0.996094,4424,0.0200295,0.328223,0.996094,4424,0.0420344,0.346799,0.992188,4424,0.0198869,0.326325,0.996094,4424,0.028229,0.334647,0.996094,4424,0.0235532,0.332185,0.988281
4524,0.00991946,0.314708,0.997396,4524,0.0126652,0.319764,0.997396,4524,0.00962376,0.313295,0.994792,4524,0.0205214,0.325855,0.994792,4524,0.0151994,0.320523,0.994792,4524,0.00856725,0.316089,0.992188
4624,0.00576632,0.309451,0.998047,4624,0.0157388,0.321729,0.996094,4624,0.00865071,0.311217,0.996094,4624,0.011365,0.315584,0.996094,4624,0.00942663,0.313644,0.996094,4624,0.00516777,0.311572,0.994141
4717,0.0116826,0.314325,1.0,4717,0.0124465,0.317388,1.0,4717,0.00750949,0.309034,1.0,4717,0.00624646,0.309419,1.0,4717,0.00918488,0.31236,1.0,4717,0.00995072,0.315298,1.0
4817,0.010015,0.311555,1.0,4817,0.0104338,0.314271,1.0,4817,0.0277167,0.328142,0.996094,4817,0.0126169,0.314678,1.0,4817,0.0186495,0.320724,0.996094,4817,0.0175505,0.321784,0.996094
4917,0.00744906,0.307885,1.0,4917,0.0075384,0.310266,1.0,4917,0.00684625,0.30617,0.997396,4917,0.0121374,0.313085,1.0,4917,0.00855754,0.309527,0.997396,4917,0.00520153,0.308317,0.997396
5017,0.00435092,0.303677,1.0,5017,0.00939656,0.311007,1.0,5017,0.0051218,0.303335,0.998047,5017,0.00755217,0.307381,1.0,5017,0.00600822,0.305865,0.998047,5017,0.00341481,0.305408,0.998047
5110,0.00598953,0.304273,1.0,5110,0.00790228,0.308463,1.0,5110,0.00544806,0.302619,1.0,5110,0.00447248,0.303256,1.0,5110,0.00689834,0.305712,1.0,5110,0.00687208,0.30781,1.0
5210,0.00793483,0.305115,1.0,5210,0.00702636,0.306479,1.0,5210,0.0220538,0.318126,0.996094,5210,0.00853031,0.306202,1.0,5210,0.0134815,0.311193,0.996094,5210,0.0133389,0.313163,1.0
5310,0.00592486,0.302002,1.0,5310,0.00550996,0.303853,1.0,5310,0.00551675,0.300488,0.997396,5310,0.00883364,0.305395,1.0,5310,0.00598333,0.30259,0.997396,5310,0.00390701,0.302615,1.0
5410,0.00358134,0.298552,1.0,5410,0.00631812,0.303546,1.0,5410,0.00373048,0.297596,0.998047,5410,0.00573282,0.30118,1.0,5410,0.00432083,0.299819,0.998047,5410,0.0025665,0.300155,1.0
5503,0.00457503,0.298509,1.0,5503,0.00591934,0.302103,1.0,5503,0.00441093,0.297241,1.0,5503,0.00353922,0.297948,1.0,5503,0.00568206,0.300142,1.0,5503,0.00535951,0.3019,1.0
5603,0.006536,0.299371,1.0,5603,0.00535946,0.300439,1.0,5603,0.0185923,0.310328,0.996094,5603,0.00643264,0.299736,1.0,5603,0.0105256,0.303889,1.0,5603,0.0102088,0.305641,1.0
5703,0.00488896,0.296628,1.0,5703,0.00439572,0.29837,1.0,5703,0.00469841,0.295341,0.997396,5703,0.00698678,0.299187,1.0,5703,0.00466192,0.296927,1.0,5703,0.00325279,0.297576,1.0
5803,0.00305228,0.293692,1.0,5803,0.00466996,0.297537,1.0,5803,0.00295617,0.292501,0.998047,5803,0.0046218,0.295718,1.0,5803,0.00338252,0.294546,1.0,5803,0.00208841,0.295302,1.0
